,exact_matches,partial_matches,len_cosine_sim_truth,missing_from_truth,len_summ,len_truth,total_inserted,cosine_sim_pat_extract,pat_in_extracted_sentence,pxtraced_pattern_not_in_text_hall,pxtraced_pattern_in_text_hall,extracted_sentence_not_in_text_hall,extracted_sentence_in_text_hall,set_summ,set_truth,cosine_sim_truth,try_count,len_recognized_patterns,misperid
66,0,4,0,0,4,4,4,0.44654313,0,21,10,3,28,"{'camping in forested area pattern', 'involvement in criminal activity pattern', 'leaving creative works behind pattern', 'disappearance reported by family member pattern'}","{'left creative works behind', 'believed to be in forested area', 'believed to be camping', 'involved in criminal activity'}",[],1,4,7324
67,0,2,0,2,9,4,9,0.49283886,0,10,0,1,9,"{'train bridge wandering pattern', 'storm ocean venture pattern', 'bridge wandering pattern', 'disagreement wandering pattern', 'familiar bridge attraction pattern', 'ocean wandering pattern', 'self harm attempt pattern', 'storm wandering pattern', 'medical condition bridge pattern'}","{'disowned by family', 'left during storm', 'lived in converted van', 'unknown medical condition'}",[],1,9,7372
68,0,1,1,3,10,5,10,0.49786973,2,32,0,1,31,"{'road disappearance pattern', 'hospital disappearance pattern', 'factory disappearance pattern', 'juvenile center to factory disappearance pattern', 'self harm attempt pattern', 'attic disappearance pattern', 'relative home disappearance pattern', 'underground bunker lock in pattern', 'friend home disappearance pattern', 'underground bunker disappearance pattern'}","{'possible ferry boarding', 'unknown medical condition', 'chronic illness stress', 'left job unexpectedly', 'new romantic partner unknown to others'}","[('unknown medical condition', 'hospital disappearance pattern')]",1,10,7469
69,0,1,0,0,6,1,6,0.42254615,1,6,0,1,5,"{'unfamiliar location disorientation pattern', 'doctor recommendation trouble pattern', 'self harm attempt pattern', 'health concern guidance pattern', 'dementia disorientation pattern', 'storm abandonment pattern'}",{'left during storm'},[],1,6,7479
70,0,4,1,0,11,5,11,0.3694582,4,0,11,0,11,"{'leaving after disconnection pattern', 'bus travel with feeling unsafe pattern', 'bus boarding with concerns pattern', 'inadvertent bus travel pattern', 'vehicle abandonment with bus travel pattern', 'bus boarding with vehicle abandonment pattern', 'vehicle abandonment in wilderness pattern', 'vanishing during seasonal work pattern', 'bus travel to wilderness pattern', 'unplanned travel pattern', 'bus boarding with friend pattern'}","{'travelled without telling family', 'vehicle found abandoned', 'vanished during seasonal work', 'disconnected utilities before leaving', 'believed to be in another city'}","[('travelled without telling family', 'unplanned travel pattern')]",1,11,7511
71,0,1,0,0,5,1,5,0.44941986,0,13,0,1,12,"{'mountain area repeated visit pattern', 'online group contact pattern', 'self harm attempt pattern', 'online group engagement pattern', 'online group influence pattern'}",{'in touch with unknown online group'},[],1,5,7594
72,0,0,1,0,13,1,13,0.38175318,1,4,9,1,12,"{'train boarding pattern', 'bingo hall visit pattern', 'train to forest pattern', 'solace in nature pattern', 'forest visit pattern', 'train departure pattern', 'cruise ship couchsurfing pattern', 'rehab center visit pattern', 'couchsurfing with friend pattern', 'couchsurfing near fishing area pattern', 'couchsurfing between homes pattern', 'bingo hall separation pattern', 'frequent fishing area visit pattern'}",{'was couch surfing'},"[('was couch surfing', 'couchsurfing near fishing area pattern')]",1,13,7668
73,2,0,0,1,5,3,5,0.3165685,4,5,6,2,9,"{'domestic violence escape pattern', 'back road disappearance pattern', 'mall disorientation pattern', 'chronic illness stress pattern', 'travel related escape pattern'}","{'suicidal ideation', 'domestic violence escape', 'chronic illness stress'}",[],1,5,7686
74,0,3,0,0,13,3,13,0.31773454,13,6,30,6,30,"{'searched at familiar locations pattern', 'failed to arrive at meeting pattern', 'erratic behavior leading to disappearance pattern', 'erratic behavior after meeting new partner pattern', 'lack of contact with friends pattern', 'found at familiar location after search pattern', 'seen at familiar location pattern', 'memory loss leading to disappearance pattern', 'confused locations leading to disappearance pattern', 'failed to attend family event pattern', 'found at residential address after disappearing pattern', 'vacation spot near medical facility pattern', 'no report pattern'}","{'noted to act erratically', 'no contact with close friends', 'new romantic partner unknown to others'}",[],1,13,7717
75,2,3,0,1,10,6,10,0.40967894,0,10,0,2,8,"{'lgbtq identity disclosure linked disappearance pattern', 'friend conversation pattern', 'snow area disorientation pattern', 'disorientation on hiking trail pattern', 'office departure pattern', 'repeated feeling of unsafety pattern', 'sudden religious conversion linked disappearance pattern', 'romantic rejection linked disappearance pattern', 'friend accompanied disappearance pattern', 'organized protest linked disappearance pattern'}","{'romantic rejection', 'sudden religious conversion', 'linked to organized protest', 'recently moved to area', 'recently outed lgbtq  identity', 'recent discharge from care facility'}",[],1,10,7851
76,0,1,0,4,20,5,20,0.52669793,0,20,0,1,19,"{'drug house nearby pattern', 'family outing wander pattern', 'concerning behavior pattern', 'lost and anxious pattern', 'sewer entry pattern', 'bridge venture pattern', 'sewer wander pattern', 'forest wander pattern', 'safe after search pattern', 'forest area belief pattern', 'refuge sought pattern', 'distress pattern', 'wooded area taken pattern', 'unusual behavior pattern', 'public transit escape pattern', 'safe after loss pattern', 'remote cabin nearby pattern', 'cabin wander pattern', 'sewer refuge pattern', 'bridge railings pattern'}","{'financial difficulties', 'missing since court appearance', 'recently released from prison', 'believed to be in forested area', 'recent discharge from care facility'}",[],1,20,7863
77,1,4,0,1,12,6,12,0.31006053,0,18,0,1,17,"{'spiritual pilgrimage pattern', 'unspecified location encounter pattern', 'synagogue visit pattern', 'relationship breakdown pattern', 'self harm attempt pattern', 'assisted living facility departure pattern', 'deviation from planned route pattern', 'gang territory encounter pattern', 'political fraternity association pattern', 'phone left behind pattern', 'hospital area encounter pattern', 'cliff area encounter pattern'}","{'avoiding social services', 'withdrew from family', 'associated with political fringe group', 'religious or spiritual pilgrimage', 'left phone at home', 'relationship breakdown'}",[],1,12,7898
78,0,1,0,1,7,2,7,0.24514626,3,4,3,0,7,"{'disappearing from familiar environment pattern', 'wandering into unfamiliar areas pattern', 'leaving with companion without notification pattern', 'disappearing during group activity pattern', 'straying from group pattern', 'disappearing without warning pattern', 'disappearing while with companion pattern'}","{'possible boating incident', 'withdrawn from university'}",[],1,7,7927
79,0,1,0,1,5,2,5,0.38508922,0,123,0,4,119,"{'rooftop escape pattern', 'self harm attempt pattern', 'family disownment pattern', 'disorientation pattern', 'financial strain pattern'}","{'disowned by family', 'unpaid debts'}",[],1,5,8087
80,7,1,1,1,22,6,22,0.428117,0,23,0,1,22,"{'rest area near cliff pattern', 'shelter near home pattern', 'wrong turn pattern', 'shelter cliff rest area pattern', 'self harm attempt pattern', 'yoga class absence pattern', 'rest area nearby cliff pattern', 'cliff edge observation pattern', 'identity crisis pattern', 'identity crisis financial issues pattern', 'home departure pattern', 'alias usage pattern', 'mental health issues pattern', 'chronic illness stress pattern', 'identity crisis mental health pattern', 'rest area commute pattern', 'rest area cliff with others pattern', 'cliff after yoga class pattern', 'mental health issues identity crisis pattern', 'cliff rest area shelter pattern', 'cliff vanish pattern', 'rest area departure pattern'}","{'used aliases in past', 'possible witness to crime', 'financial difficulties', 'identity crisis', 'chronic illness stress', 'mental health issues'}","[('used aliases in past', 'alias usage pattern')]",1,22,8096
81,1,2,0,0,6,3,6,0.35109442,6,1,21,1,21,"{'national park visit pattern', 'domestic tension pattern', 'phone left at home pattern', 'ferry boarding pattern', 'minor criminal activity pattern', 'grandmother visit pattern'}","{'possible ferry boarding', 'involved in criminal activity', 'left phone at home'}",[],3,6,8111
82,0,1,0,0,12,1,12,0.27799544,1,44,0,4,40,"{'legal dispute stress pattern', 'petting zoo sighting pattern', 'time for reflection pattern', 'safe recovery pattern', 'amusement park disappearance pattern', 'facility departure pattern', 'self harm attempt pattern', 'reflection pattern', 'deviation pattern', 'disorientation pattern', 'disability disregard pattern', 'stress avoidance pattern'}",{'involved in legal dispute'},[],1,12,8135
83,0,2,0,1,3,3,3,0.55229634,3,2,8,0,10,"{'detouring pattern', 'deportation fear pattern', 'commune joining pattern'}","{'possibly joined commune', 'fear of deportation', 'believed to be in another city'}",[],3,3,8137
84,0,0,0,0,19,0,19,0.35639977,5,17,2,1,18,"{'false alarm pattern', 'search launched pattern', 'resolved case pattern', 'left for meeting pattern', 'reported to police pattern', 'found safe pattern', 'expected to attend social engagement pattern', 'sudden change in location pattern', 'expressing feelings of overwhelm pattern', 'sudden change in behavior pattern', 'investigation launched pattern', 'concerns expressed by others pattern', 'avoiding social engagements pattern', 'cooperative with authorities pattern', 'last seen at residence pattern', 'sudden absence pattern', 'reported missing from home pattern', 'overwhelmed by work pattern', 'unexpected disappearance pattern'}",set(),[],1,19,8154
85,0,3,0,1,11,4,11,0.43942985,0,19,0,1,18,"{'online stranger contact pattern', 'cult location interest pattern', 'stranger contact pattern', 'withdrawal from family pattern', 'forest attraction pattern', 'self harm attempt pattern', 'stranger interaction pattern', 'sudden communication cut pattern', 'mysterious setting attraction pattern', 'planned adventure pattern', 'cult location association pattern'}","{'contacted a stranger before vanishing', 'withdrew from family', 'cut off communications', 'recently moved to area'}",[],1,11,8256
86,1,3,0,1,10,5,10,0.45214787,0,10,0,1,9,"{'care facility release pattern', 'avoiding contact pattern', 'cruise ship and roadhouse association pattern', 'bus and cruise ship association pattern', 'cruise ship association pattern', 'prison release erratic behavior pattern', 'self harm attempt pattern', 'school abduction suspicion pattern', 'missing work without contact pattern', 'abduction after missing work pattern'}","{'missed work with no contact', 'recently released from prison', 'abduction suspicion', 'recent discharge from care facility', 'noted to act erratically'}",[],1,10,8276
87,1,2,1,0,22,4,22,0.3033538,3,46,1,2,45,"{'nightclub visit pattern', 'bingo hall visit pattern', 'leisurely walk pattern', 'medical clinic visit pattern', 'self harm attempt pattern', 'residence departure pattern', 'rooftop party pattern', 'bar visit pattern', 'book club meeting pattern', 'night out pattern', 'highway rooftop visit pattern', 'chronic illness stress pattern', 'colleague visit pattern', 'rooftop visit pattern', 'erratic behavior pattern', 'hotel visit pattern', 'disoriented in bar pattern', 'bar nightclub visit pattern', 'restaurant visit pattern', 'solitude seeking pattern', 'worrisome circumstances pattern', 'family visit pattern'}","{'missing after night out', 'lived in converted van', 'chronic illness stress', 'noted to act erratically'}","[('noted to act erratically', 'erratic behavior pattern')]",1,22,8282
88,1,0,0,0,14,1,13,0.47334686,0,13,0,0,13,"{'influenced by others', 'arcade visit', 'intentional solitude', 'elevator entry', 'expressed desire to disappear', 'attempt to leave event', 'sports arena visit', 'contemplating escape', 'guided by passerby', 'elevator snack', 'wrong turn', 'vanish after event', 'docks visit', 'calm leaving area'}",{'expressed desire to disappear'},[],1,14,8431
89,0,2,0,0,10,2,10,0.3484326,3,9,1,0,10,"{'cliff edge walking pattern', 'disoriented at unknown location pattern', 'disoriented after search pattern', 'withdrawn after bereavement pattern', 'height fascination pattern', 'familiarity with area pattern', 'wandering near workplace pattern', 'withdrawn from activities pattern', 'wandering off pattern', 'wandering due to dementia pattern'}","{'withdrawn from university', 'recent bereavement'}",[],1,10,8435
90,0,0,0,1,5,1,5,0.3801181,0,15,0,2,13,"{'book club disappearance pattern', 'self harm attempt pattern', 'mobility support needed pattern', 'disorientation pattern', 'tunnel disappearance pattern'}",{'left home during argument'},[],1,5,8455
91,0,3,0,0,24,3,24,0.47200397,0,27,0,4,23,"{'contemplation refuge pattern', 'fresh start pattern', 'self harm attempt pattern', 'new location interest pattern', 'disorientation pattern', 'new life interest pattern', 'avoid authorities pattern', 'new life start pattern', 'childcare anonymity pattern', 'bunker interest pattern', 'disagreement vanish pattern', 'seclusion note pattern', 'escape reset pattern', 'escape from stress pattern', 'neglect to inform pattern', 'escape plan pattern', 'bunker hiding pattern', 'bunker refuge pattern', 'historical site explore pattern', 'fresh start planning pattern', 'unfamiliar location visit pattern', 'grocery store vanish pattern', 'bunker residence pattern', 'temporary refuge pattern'}","{'interested in starting new life', 'chronic illness stress', 'known to avoid authorities'}",[],1,24,8479
92,0,4,0,1,28,5,28,0.42720875,0,42,1,2,41,"{'son reported missing pattern', 'political fringer group association pattern', 'sister last seen pattern', 'self harm attempt pattern', 'dementia struggle pattern', 'planned visit pattern', 'walking route last seen pattern', 'history of disappearance pattern', 'cruise ship last seen pattern', 'home departure pattern', 'airplane cabin disappearance pattern', 'home reported missing pattern', 'highway last seen pattern', 'home vanish pattern', 'near north lane pattern', 'cabin last seen pattern', 'cruise ship disappearance pattern', 'garden area last seen pattern', 'no note departure pattern', 'cabin visit pattern', 'friend last seen pattern', 'home last seen pattern', 'neighbor last seen pattern', 'desire to disappear pattern', 'no note vanish pattern', 'cruise ship boarding pattern', 'flight vanish pattern', 'highway found pattern'}","{'associated with political fringe group', 'has gone missing before', 'left behind no note', 'expressed desire to disappear', 'living off grid'}",[],1,28,8488
93,0,0,0,2,14,2,14,0.3067638,10,6,8,2,12,"{'cave location pattern', 'self discovery pattern', 'alternative community interest pattern', 'well location pattern', 'cult location history pattern', 'cult location pattern', 'cult location encounter pattern', 'cult location residence pattern', 'routine disruption pattern', 'dementia related disorientation pattern', 'adventurous disposition pattern', 'medical concern pattern', 'care home escape pattern', 'unannounced departure pattern'}","{'used aliases in past', 'living off grid'}",[],1,14,8526
94,0,1,0,0,22,1,22,0.56455284,0,22,0,2,20,"{'lost way during walk pattern', 'gets lost at home pattern', 'vanished from familiar location pattern', 'self harm attempt pattern', 'disorientation linked to condition pattern', 'last seen walking regular route pattern', 'diverted from expected location pattern', 'wrong bus boarding pattern', 'spotted at petting zoo far from home pattern', 'failed to return from volunteer work pattern', 'found safe near familiar location pattern', 'impromptu trip pattern', 'found near intended location pattern', 'wandering off from companion pattern', 'unintended route pattern', 'struggles with dementia pattern', 'underestimating navigation challenges pattern', 'vanished after visiting petting zoo pattern', 'wandered from resort into petting zoo pattern', 'traveled further than intended pattern', 'went missing with sister pattern', 'wandered from home to resort pattern'}",{'recently released from prison'},[],1,22,8542
95,0,2,0,3,6,5,6,0.20595331,0,5,1,0,6,"{'unpredictable behavior pattern', 'uncommunicative behavior pattern', 'spoken of disappearance pattern', 'suspicious location pattern', 'impulsive travel pattern', 'agitated state pattern'}","{'left home during argument', 'possible ferry boarding', 'missed work with no contact', 'foreign travel suspected', 'had spoken of disappearing'}",[],1,6,8575
96,0,2,0,2,9,4,9,0.25098822,0,1,15,1,15,"{'sudden departure pattern', 'self harm attempt pattern', 'sewer system interest pattern', 'disorientation pattern', 'cash withdrawal pattern', 'physical therapy visit pattern', 'cliff frequency pattern', 'preoccupation pattern', 'addiction struggle pattern'}","{'concerns over addiction', 'left in middle of night', 'recently moved to area', 'withdrew cash before leaving'}",[],1,9,8579
97,0,0,1,3,5,4,5,0.2590572,5,2,12,0,14,"{'no pattern', 'self imposed isolation pattern', 'unintentional wandering pattern', 'police intervention pattern', 'self declared disappearance pattern'}","{'used aliases in past', 'mental health facility patient', 'had spoken of disappearing', 'illegal employment status'}","[('had spoken of disappearing', 'self declared disappearance pattern')]",1,5,8597
98,0,3,1,2,9,6,9,0.45978937,0,18,1,0,19,"{'drug house visit pattern', 'hermit lifestyle interest pattern', 'paranoia about surveillance pattern', 'utility disconnection pattern', 'exploring pattern', 'withdrawn behavior pattern', 'attic access pattern', 'shopping mall visit pattern', 'social media activity pattern'}","{'believed to be squatting', 'has history of trauma', 'disconnected utilities before leaving', 'active on social media before vanishing', 'interested in hermit lifestyle', 'was paranoid about surveillance'}","[('disconnected utilities before leaving', 'utility disconnection pattern')]",1,9,8675
99,0,2,0,0,6,2,6,0.6096158,4,4,2,1,5,"{'disappearance during weather event', 'mental illness related disappearance', 'cognitive impairment related disappearance', 'self guided disappearance', 'storm related disappearance', 'decision making impairment'}","{'left during storm', 'undiagnosed mental illness'}",[],1,6,8700
100,1,2,1,1,27,5,27,0.4985099,1,29,0,1,28,"{'desert asylum pattern', 'camping along walking route pattern', 'self harm attempt pattern', 'cemetery association pattern', 'couchsurfing cognitive impairment pattern', 'cult location association pattern', 'forest area association pattern', 'abroad assisted living pattern', 'foreign country travel pattern', 'desert construction site camping pattern', 'synagogue association pattern', 'forest refuge pattern', 'construction site association pattern', 'cult site abroad pattern', 'domestic violence concerns pattern', 'overwhelmed by plans pattern', 'desert alone camping pattern', 'cult observation pattern', 'foreign country desert camping pattern', 'forest solace pattern', 'couchsurfing forest association pattern', 'couchsurfing camping pattern', 'suicidal ideation pattern', 'desert after incident pattern', 'solitary walking pattern', 'foreign country camping pattern', 'desert exploration pattern'}","{'believed to be homeless', 'was couch surfing', 'suicidal ideation', 'believed to be in forested area', 'believed to be camping'}","[('was couch surfing', 'couchsurfing cognitive impairment pattern')]",1,27,8713
101,1,2,0,0,23,3,23,0.43216208,1,38,0,5,33,"{'outdoor adventure pattern', 'relative sighting pattern', 'safe location pattern', 'self harm attempt pattern', 'disorientation pattern', 'family tracing pattern', 'mine sighting pattern', 'public tracing pattern', 'facility tracing pattern', 'rooftop tracing pattern', 'solitude desire pattern', 'identity crisis pattern', 'mine rooftop pattern', 'relative visit pattern', 'safe return pattern', 'facility report pattern', 'online group influence pattern', 'camping belief pattern', 'home report pattern', 'rooftop find pattern', 'rooftop meeting pattern', 'acquaintance tracing pattern', 'safe find pattern'}","{'in touch with unknown online group', 'believed to be camping', 'identity crisis'}",[],1,23,8723
102,0,4,0,2,12,6,12,0.46754548,1,12,0,4,8,"{'lost track of time pattern', 'voluntary disappearance pattern', 'hiking disappearance pattern', 'rooftop shelter pattern', 'locker room disappearance pattern', 'self harm attempt pattern', 'festival disappearance pattern', 'familiar hiking destination pattern', 'yoga rooftop pattern', 'rooftop pacing pattern', 'disorientation pattern', 'online hiking pattern'}","{'obsession with online game or group', 'disappeared after online interaction', 'foul weather incident', 'missing since court appearance', 'missing after outdoor festival', 'disappeared after hiking trip'}",[],1,12,8811
103,0,2,0,0,9,2,9,0.35967183,7,11,12,2,21,"{'library visit pattern', 'court appearance stress pattern', 'court appearance absence pattern', 'bathroom visit pattern', 'boat visit pattern', 'social media activity before event pattern', 'public park visit pattern', 'withdrawal after event pattern', 'social media activity after event pattern'}","{'missing since court appearance', 'active on social media before vanishing'}",[],1,9,8836
104,0,3,0,1,11,4,11,0.43350592,8,4,7,0,11,"{'', 'internet cafe visit pattern', 'distracted walk pattern', 'voluntary disappearance pattern', 'legal dispute pattern', 'parking lot near orchard with terence pattern', 'ocean cafe visit pattern', 'snowy parking lot near water with mother search pattern', 'parking lot near ocean pattern', 'snowy parking lot with creative works pattern', 'internet cafe visit after orchard pattern'}","{'left creative works behind', 'involved in legal dispute', 'in touch with unknown online group', 'left job unexpectedly'}",[],1,11,8870
105,0,0,0,1,3,1,3,0.05875199,0,59,3,0,62,"{'impulsive decision pattern', 'self harm attempt pattern', 'desert isolation pattern'}",{'job loss stress'},[],1,3,8919
106,0,1,0,0,5,1,5,0.084384985,2,5,2,0,7,"{'separation from family member pattern', 'abandoned by family member pattern', 'sudden change in environment pattern', 'unattended by family member pattern', 'unaccompanied minor pattern'}",{'withdrawn from university'},[],1,5,8940
107,0,1,0,2,11,3,11,0.49221304,0,36,0,36,0,"{'disoriented wander pattern', 'cafe wander pattern', 'relative house last seen pattern', 'self harm attempt pattern', 'festival disappearance pattern', 'walking route wander pattern', 'train station wander pattern', 'home wander pattern', 'relative house wander pattern', 'nursing home wander pattern', 'train station last seen pattern'}","{'in touch with unknown online group', 'seeking solitude', 'missing after outdoor festival'}",[],1,11,8957
108,0,3,0,1,10,4,10,0.47544593,0,11,0,2,9,"{'boating incident interest pattern', 'risky behavior pattern', 'self harm attempt pattern', 'boating incident pattern', 'visual impairment visa issues pattern', 'exploratory disorientation pattern', 'chronic stress escape pattern', 'disability disorientation pattern', 'cruise ship separation pattern', 'stress escape pattern'}","{'last seen near river', 'possible boating incident', 'suspected visa issues', 'chronic illness stress'}",[],1,10,8990
109,0,0,0,4,5,4,5,0.3190974,1,17,0,3,14,"{'solitude tendency pattern', 'solitude search pattern', 'sudden disappearance pattern', 'self harm attempt pattern', 'solitude history pattern'}","{'left behind no note', 'fear of deportation', 'recent discharge from care facility', 'recently outed lgbtq  identity'}",[],2,5,9003
110,0,3,0,1,9,4,9,0.3605058,4,7,2,2,7,"{'agitated mental health pattern', 'sea kayaking accident pattern', 'self harm attempt pattern', 'unusual habit pattern', 'disorientation pattern', 'unintentional wandering pattern', 'off course navigation pattern', 'failed meeting pattern', 'leaving phone at home pattern'}","{'possible sea kayaking accident', 'involved in criminal activity', 'left phone at home', 'mental health issues'}",[],1,9,9023
111,1,1,0,4,9,6,9,0.32874104,0,22,0,1,21,"{'unnoticed disappearance pattern', 'unaccounted disappearance pattern', 'sudden disappearance pattern', 'self harm attempt pattern', 'argument leading to disappearance pattern', 'map inspired disappearance pattern', 'adventure leading to disappearance pattern', 'expressed desire to disappear pattern', 'disagreement leading to disappearance pattern'}","{'left in middle of night', 'missing after outdoor festival', 'relationship breakdown', 'had maps of highlands', 'recently moved to area', 'expressed desire to disappear'}",[],1,9,9039
112,0,1,0,0,4,1,4,0.22079986,1,0,6,0,6,"{'getting lost pattern', 'sudden disappearance pattern', 'distress on rooftop pattern', 'avoiding authorities pattern'}",{'known to avoid authorities'},[],1,4,9062
113,0,2,0,0,13,2,13,0.4793396,1,18,3,2,19,"{'unknown group observation pattern', 'sudden disappearance pattern', 'leaving residence pattern', 'cult involvement pattern', 'witness to crime pattern', 'unplanned disappearance pattern', 'leaving friend house pattern', 'self harm indication pattern', 'self harm attempt pattern', 'expressed concerns pattern', 'alleyway observation pattern', 'older children observation pattern', 'mystery involvement pattern'}","{'possibly involved in cult', 'possible witness to crime'}",[],1,13,9095
114,0,1,0,1,12,2,12,0.26252228,0,64,0,3,61,"{'local cafe pattern', 'sister report pattern', 'safe location pattern', 'extended trip pattern', 'cruise ship pattern', 'self harm attempt pattern', 'book club pattern', 'remote border area pattern', 'home departure pattern', 'turret crescent pattern', 'border area pattern', 'neighbor house pattern'}","{'disappeared after hiking trip', 'disconnected utilities before leaving'}",[],1,12,9126
115,1,3,0,1,14,5,14,0.44348487,2,14,1,2,13,"{'sudden disappearance pattern', 'chronic stress induced wandering pattern', 'friend location pattern', 'snow area sighting pattern', 'phone left at safe house pattern', 'unknown medical condition pattern', 'self harm attempt pattern', 'snack break disappearance pattern', 'snow area friend location pattern', 'chronic stress induced snow area residence pattern', 'night out disappearance pattern', 'phone left behind pattern', 'snow area wandering pattern', 'snow area phone left behind pattern'}","{'missing after night out', 'mental health facility patient', 'left phone at home', 'unknown medical condition', 'chronic illness stress'}",[],1,14,9156
116,3,3,0,0,16,4,16,0.5326068,0,16,0,0,16,"{'church visit pattern', 'romantic rejection pattern', 'romantic rejection upset pattern', 'fringe group involvement pattern', 'mental health struggles at multiple locations pattern', 'rehab center attendance pattern', 'romantic rejection intensifying vulnerability pattern', 'rehab center visit pattern', 'distressed after conversation pattern', 'campground visit for solitude pattern', 'campground visit pattern', 'fringe group association pattern', 'hiking trip disappearance pattern', 'campground visit after farm visit pattern', 'hiking trip after rejection pattern', 'desire to be alone pattern'}","{'romantic rejection', 'disappeared after hiking trip', 'associated with political fringe group', 'mental health issues'}",[],1,16,9212
117,0,0,0,1,4,1,4,0.15709925,0,24,4,2,26,"{'mine visit pattern', 'elevator escape pattern', 'self harm attempt pattern', 'storm drain entry pattern'}",{'chronic illness stress'},[],1,4,9219
118,0,1,0,0,4,1,4,0.1829234,3,3,4,3,4,"{'repeated missing person pattern', 'failure to return pattern', 'history of concerning behavior pattern', 'no report pattern'}",{'has gone missing before'},[],2,4,9243
119,1,0,0,2,3,3,3,0.29542026,3,4,15,3,16,"{'anxiety indication pattern', 'solitude seeking pattern', 'premeditated disconnection pattern'}","{'seeking solitude', 'disconnected utilities before leaving', 'planned to sleep rough'}",[],1,3,9274
120,0,4,0,1,16,5,16,0.46416593,0,36,2,2,36,"{'sudden departure pattern', 'sudden departure from event pattern', 'sudden departure from home pattern', 'sudden communication breakdown and juvenile center pattern', 'stranger contact pattern', 'meeting with family member pattern', 'stranger contact amid dispute pattern', 'self harm attempt pattern', 'contact with family member pattern', 'sudden communication breakdown pattern', 'sudden departure from juvenile center pattern', 'sudden communication breakdown and home departure pattern', 'withdrawal and sudden departure pattern', 'withdrawal and stranger contact pattern', 'stranger contact and off grid pattern', 'stranger contact through media pattern'}","{'involved in legal dispute', 'withdrew from family', 'left in middle of night', 'contacted a stranger before vanishing', 'living off grid'}",[],1,16,9315
121,1,0,0,2,2,3,2,0.3296014,1,2,20,1,21,"{'self harm attempt pattern', 'solitude seeking pattern'}","{'personality changes before disappearance', 'recently moved to area', 'seeking solitude'}",[],1,2,9354
122,0,1,0,4,11,5,11,0.45321065,0,11,0,1,10,"{'exploratory behavior pattern', 'vulnerability leads to concerns pattern', 'self harm attempt pattern', 'solitude seeking pattern', 'family dynamics pattern', 'unusual behavior pattern', 'abandoned location shelter pattern', 'help from strangers pattern', 'isolation desire pattern', 'abandoned location frequency pattern', 'unfamiliar route navigation pattern'}","{'last seen at train station', 'unpaid debts', 'abduction suspicion', 'withdrawn from university', 'living off grid'}",[],1,11,9505
123,0,0,1,0,15,1,15,0.5370519,0,15,0,2,13,"{'failed to meet friends pattern', 'expressed interest in location pattern', 'wandering off alone pattern', 'sought temporary refuge pattern', 'playing near relative house pattern', 'wandering towards relative workplace pattern', 'disappeared after workplace visit pattern', 'self harm attempt pattern', 'left with friend to head towards relative house pattern', 'visiting relative house pattern', 'traveling between locations pattern', 'seemed frightened pattern', 'inadvertently took longer path pattern', 'withdrawn behavior pattern', 'explored familiar location pattern'}",{'recent escape from abusive household'},"[('recent escape from abusive household', 'sought temporary refuge pattern')]",1,15,9509
124,0,0,0,1,9,1,9,0.37099242,2,14,3,1,16,"{'sudden disappearance pattern', 'disconnection pattern', 'route deviation pattern', 'orchard related disappearance pattern', 'storm drain incident pattern', 'sports arena pattern', 'disorientation pattern', 'underground bunker pattern', 'storm drain direction pattern'}",{'no contact with close friends'},[],1,9,9516
125,0,0,0,2,3,2,3,0.17733188,1,24,1,1,24,"{'work related disappearance pattern', 'self harm attempt pattern', 'courtroom escape pattern'}","{'believed to be in another city', 'missing since court appearance'}",[],1,3,9545
126,0,2,1,1,11,4,11,0.3442656,7,6,18,3,21,"{'bingo hall disappearance pattern', 'alias disappearance pattern', 'solitude search pattern', 'sudden disappearance pattern', 'foul weather disappearance pattern', 'home disappearance pattern', 'self harm attempt pattern', 'foreign country disappearance pattern', 'shelter disappearance pattern', 'chronic illness disappearance pattern', 'mental health struggle pattern'}","{'used aliases in past', 'foul weather incident', 'did not collect medication', 'chronic illness stress'}","[('used aliases in past', 'alias disappearance pattern')]",2,11,9579
127,0,2,0,1,6,3,6,0.6233195,4,13,0,9,4,"{'forest entry pattern', 'paranoia about surveillance pattern', 'solitude seeking pattern', 'financial difficulty pattern', 'petting zoo visit pattern', 'agitation pattern'}","{'financial difficulties', 'recently moved to area', 'was paranoid about surveillance'}",[],1,6,9590
128,0,2,0,1,5,3,5,0.33440757,5,9,8,1,16,"{'criminal activity pattern', 'estranged relationship pattern', 'bar visit pattern', 'roadhouse visit pattern', 'dock visit pattern'}","{'estranged from relatives', 'overdue return from walk', 'involved in criminal activity'}",[],1,5,9610
129,0,2,1,1,10,4,10,0.49968052,0,10,0,0,10,"{'contemplation near location pattern', 'sudden departure pattern', 'unscheduled trip discussion pattern', 'uninformed travel pattern', 'facility conversation pattern', 'withdrawal after rejection pattern', 'no information pattern', 'distress and wandering pattern', 'heated argument pattern', 'skate park frequency pattern'}","{'romantic rejection', 'travelled without telling family', 'left behind no note', 'mental health issues'}","[('travelled without telling family', 'uninformed travel pattern')]",1,10,9635
130,0,1,1,2,5,4,5,1.0,0,104,0,1,103,"{'train station connection pattern', 'boarding school connection pattern', 'utility disconnection pattern', 'self harm attempt pattern', 'abrupt disappearance pattern'}","{'personality changes before disappearance', 'disconnected utilities before leaving', 'cut off communications', 'mental health issues'}","[('disconnected utilities before leaving', 'utility disconnection pattern')]",1,5,9650
