,exact_matches,partial_matches,len_cosine_sim_truth,missing_from_truth,len_summ,len_truth,total_inserted,cosine_sim_pat_extract,pat_in_extracted_sentence,pxtraced_pattern_not_in_text_hall,pxtraced_pattern_in_text_hall,extracted_sentence_not_in_text_hall,extracted_sentence_in_text_hall,set_summ,set_truth,cosine_sim_truth,try_count,len_recognized_patterns,misperid
62,0,0,1,1,4,2,4,0.17677452,3,4,2,1,5,"{'sudden disappearance pattern', 'self harm threat pattern', 'false alarm pattern', 'abandonment pattern'}","{'possible boating incident', 'had spoken of disappearing'}","[('had spoken of disappearing', 'sudden disappearance pattern')]",1,4,1953
63,1,1,0,0,8,2,8,0.2241763,2,35,2,1,36,"{'aggressive behavior pattern', 'disoriented state pattern', 'attempted navigation pattern', 'spontaneous hiking route pattern', 'self harm attempt pattern', 'abuse escape pattern', 'unintended destination pattern', 'lost while hiking pattern'}","{'recent escape from abusive household', 'lost while hiking'}",[],1,8,1961
64,2,0,0,0,5,2,5,0.16753335,5,14,36,13,37,"{'casino visit pattern', 'sudden disappearance pattern', 'off grid living pattern', 'romantic rejection pattern', 'attempt to board ferry pattern'}","{'romantic rejection', 'living off grid'}",[],1,5,1976
65,0,2,0,1,7,3,7,0.3008807,7,3,9,3,9,"{'change in routine pattern', 'trauma driven concern pattern', 'secluded in remote cabin pattern', 'trauma driven search pattern', 'distracted by concerns pattern', 'family gathering absence pattern', 'commune joining pattern'}","{'suspected visa issues', 'has history of trauma', 'possibly joined commune'}",[],1,7,1989
66,0,3,0,0,11,3,11,0.3947129,9,2,9,0,11,"{'safety location pattern', 'adapting to impairment pattern', 'abrupt departure pattern', 'wandering due to impairment pattern', 'worried family member pattern', 'potential witness pattern', 'potential travel plans pattern', 'found in orchard pattern', 'failed meeting pattern', 'disoriented due to impairment pattern', 'visual impairment at incident pattern'}","{'possible witness to crime', 'left phone at home', 'foul weather incident'}",[],1,11,2043
67,0,2,0,1,5,3,5,0.11628603,0,0,37,0,37,"{'avoiding medication collection pattern', 'train travel pattern', 'remote cabin pattern', 'squatting pattern', 'solo travel pattern'}","{'believed to be squatting', 'did not collect medication', 'illegal employment status'}",[],1,5,2063
68,0,1,0,0,19,1,19,0.453464,6,17,4,1,20,"{'sports club wandering pattern', 'river playground last seen pattern', 'main road tracing pattern', 'cafe last seen pattern', 'cemetery last seen pattern', 'factory path disappearance pattern', 'truce road friend encounter pattern', 'crow road safe recovery pattern', 'friend distracted disappearance pattern', 'river wandering pattern', 'river last seen pattern', 'distracted disappearance pattern', 'ocean sighting pattern', 'safe recovery pattern', 'successful search pattern', 'stirling road tracing pattern', 'cemetery direction disappearance pattern', 'fulton road safe recovery pattern', 'river cafe last seen pattern'}",{'last seen near river'},[],3,19,2075
69,0,0,0,1,11,1,11,0.27961606,4,11,2,1,12,"{'wandering off alone pattern', 'confused state pattern', 'abandoned location pattern', 'factory frequentation pattern', 'self harm attempt pattern', 'wandering near familiar location pattern', 'wandering off pattern', 'factory wandering pattern', 'cabin staying pattern', 'disorientation pattern', 'unfamiliar location pattern'}",{'recently released from prison'},[],1,11,2280
70,1,0,0,1,6,2,6,0.34230325,0,9,0,0,9,"{'change in behavior pattern', 'unplanned absence pattern', 'wandering off pattern', 'job loss stress pattern', 'curiosity about friend pattern', 'unplanned adventure pattern'}","{'left passport and documents', 'job loss stress'}",[],1,6,2324
71,0,1,0,0,6,1,6,0.3845245,3,9,3,0,12,"{'disoriented confusion pattern', 'bunker fascination pattern', 'lost at resort pattern', 'wandering off pattern', 'leaving phone at home pattern', 'unintended journey pattern'}",{'left phone at home'},[],1,6,2334
72,0,0,0,3,8,3,8,0.50522596,0,22,0,0,22,"{'wander off from group pattern', 'wander off from friend house pattern', 'wander off from attracton pattern', 'wander off from friend pattern', 'wander off from home pattern', 'wander off from after school program pattern', 'wander off from friend at sports club pattern', 'wander off from friend at fairground pattern'}","{'abduction suspicion', 'was couch surfing', 'disconnected utilities before leaving'}",[],1,8,2338
73,0,1,0,0,14,1,14,0.47767964,0,15,0,1,14,"{'personal distress pattern', 'domestic violence related incident pattern', 'contacting stranger after domestic issue pattern', 'contacting stranger before vanishing pattern', 'taking break from home pattern', 'contacting stranger before vanishing amidst domestic surroundings pattern', 'domestic violence concerns pattern', 'medical issue pattern', 'wandering pattern', 'self harm attempt pattern', 'mix up pattern', 'contacting stranger before disappearing pattern', 'contacting stranger pattern', 'disorientation due to disability pattern'}",{'contacted a stranger before vanishing'},[],1,14,2454
74,0,1,0,2,11,3,11,0.40538722,9,7,11,0,18,"{'sudden departure pattern', 'aggressive behavior pattern', 'separation from group pattern', 'sudden disappearance pattern', 'route diversion pattern', 'distancing from group pattern', 'contacting stranger pattern', 'intentional area visit pattern', 'approaching stranger pattern', 'talking to stranger pattern', 'wandering off while distracted pattern'}","{'recently outed lgbtq  identity', 'contacted a stranger before vanishing', 'undiagnosed mental illness'}",[],1,11,2458
75,1,1,1,0,12,3,12,0.38786706,2,10,2,2,10,"{'family member concern pattern', 'frequent roadhouse visits pattern', 'family member report pattern', 'home departure pattern', 'solitude seeking pattern', 'authorities search pattern', 'intentional distance pattern', 'alias use pattern', 'urban area departure pattern', 'safe location displacement pattern', 'delayed safe return pattern', 'withdrawal to urban area pattern'}","{'overdue return from walk', 'used aliases in past', 'seeking solitude'}","[('used aliases in past', 'alias use pattern')]",1,12,2470
76,0,1,0,0,8,1,8,0.06106716,0,0,24,2,22,"{'disorientation due to solitude pattern', 'disorientation due to unintentional wandering pattern', 'disorientation due to familiar route disruption pattern', 'disorientation due to financial stress pattern', 'disorientation due to familiar space disruption pattern', 'disorientation due to curiosity pattern', 'disorientation due to social engagement pattern', 'disorientation due to routine disruption pattern'}",{'financial difficulties'},[],1,8,2516
77,0,3,2,1,17,6,17,0.5664136,0,17,0,1,16,"{'frequent beach visitor pattern', 'disorientation pattern', 'boating incident pattern', 'unplanned travel pattern', 'dementia confusion pattern', 'dementia wandering alone pattern', 'frequent recreational area visitor pattern', 'recurring disappearance pattern', 'dementia wandering pattern', 'missed medication pattern', 'self harm attempt pattern', 'dementia vulnerability pattern', 'survivalist tendencies pattern', 'boating incident confusion pattern', 'disorientation due to disability pattern', 'frequent resort visitor pattern', 'disorientation confusion pattern'}","{'possible boating incident', 'did not collect medication', 'left in middle of night', 'travelled without telling family', 'part of survivalist community', 'has gone missing before'}","[('travelled without telling family', 'unplanned travel pattern'), ('has gone missing before', 'recurring disappearance pattern')]",1,17,2528
78,0,4,0,1,10,5,10,0.37073833,0,21,0,1,20,"{'festival escape pattern', 'cemetery visit pattern', 'wilderness escape pattern', 'protest participation pattern', 'safe return pattern', 'self harm attempt pattern', 'abuse escape pattern', 'social services avoidance pattern', 'wilderness explore pattern', 'library visit pattern'}","{'linked to organized protest', 'recent escape from abusive household', 'foul weather incident', 'avoiding social services', 'missing after outdoor festival'}",[],1,10,2641
79,0,0,0,3,5,3,5,0.4282448,0,14,0,0,14,"{'wandered from church pattern', 'hasty departure pattern', 'wandered from mental health care pattern', 'found in public location pattern', 'unplanned destination pattern'}","{'personality changes before disappearance', 'had maps of highlands', 'left personal items behind'}",[],1,5,2667
80,0,3,0,1,6,4,6,0.62443495,0,6,0,0,6,"{'abandoned vehicle near protest', 'cut ties pattern', 'arcade to nearby location', 'lapse in concentration', 'social setting confusion', 'found safe at specific location'}","{'part of survivalist community', 'linked to organized protest', 'cut off communications', 'vehicle found abandoned'}",[],1,6,2674
81,0,1,0,0,4,1,4,0.42179546,0,54,0,2,52,"{'solitude pattern', 'self harm attempt pattern', 'identity conflict pattern', 'domestic violence pattern'}",{'recently outed lgbtq  identity'},[],1,4,2681
82,0,4,0,1,16,5,16,0.43618244,0,26,0,3,23,"{'gaming obsession pattern', 'abandoned vehicle pattern', 'safe but shaken pattern', 'family concern pattern', 'routine walk link pattern', 'boat trip link pattern', 'boat search link pattern', 'underground bunker encounter pattern', 'family notified pattern', 'safe return pattern', 'self harm attempt pattern', 'family anxiety pattern', 'sudden disconnection pattern', 'colleague concern pattern', 'bunker link pattern', 'hiking trip link pattern'}","{'overdue return from walk', 'obsession with online game or group', 'disappeared after hiking trip', 'vehicle found abandoned', 'disconnected utilities before leaving'}",[],1,16,2686
83,0,2,0,1,11,3,11,0.36138353,0,12,0,0,12,"{'emotional state pattern', 'routine disruption pattern', 'seasonal work disappearance pattern', 'domestic challenge pattern', 'mountain refuge pattern', 'unplanned route pattern', 'planned drive pattern', 'becoming lost pattern', 'domestic escape pattern', 'unfamiliar location pattern', 'public intervention pattern'}","{'vanished during seasonal work', 'domestic violence escape', 'new romantic partner unknown to others'}",[],1,11,2738
84,0,4,1,1,24,6,24,0.32127962,8,23,1,10,14,"{'romantic partner involvement pattern', 'new environment pattern', 'leaving organization pattern', 'job leaving pattern', 'new location pattern', 'university visit pattern', 'new relationship pattern', 'unexpected school departure pattern', 'new partner involvement pattern', 'river visit pattern', 'university absence pattern', 'unusual behavior pattern', 'exploration behavior pattern', 'prison release history pattern', 'self harm attempt pattern', 'safe river encounter pattern', 'barn conversation pattern', 'sensory overload pattern', 'previous hangout pattern', 'job leaving with new relationship pattern', 'sudden departure pattern', 'barn visit pattern', 'failed meeting pattern', 'amusement park visit pattern'}","{'recently released from prison', 'new romantic partner unknown to others', 'left job unexpectedly', 'mental health facility patient', 'recently moved to area', 'last seen near river'}","[('recently moved to area', 'new location pattern')]",1,24,2817
85,0,1,0,0,12,1,12,0.48079863,0,12,0,2,10,"{'vehicle interest pattern', 'safe house discussion pattern', 'youth center interest pattern', 'playground presence pattern', 'military base interest pattern', 'exploration interest pattern', 'foreign country interest pattern', 'vehicle related incident pattern', 'self harm attempt pattern', 'medication failure pattern', 'safe house presence pattern', 'exploration desire pattern'}",{'did not collect medication'},[],1,12,2854
86,1,0,0,0,11,1,11,0.5355189,0,32,0,32,0,"{'disorientation near mental health facility pattern', 'secluded alleyway pattern', 'disorientation due to unknown medical condition pattern', 'family related location pattern', 'refuge in closet pattern', 'disorientation in family related location pattern', 'disorientation in secluded alleyway pattern', 'self harm attempt pattern', 'solitude in closet pattern', 'disorientation in alleyway pattern', 'family related location shelter pattern'}",{'unknown medical condition'},[],1,11,2910
87,0,1,0,0,11,1,11,0.39156148,2,10,1,0,11,"{'leaving passport near border pattern', 'meeting friends at skate park pattern', 'urban border area and closet incident pattern', 'exploring environment pattern', 'frequent visitor pattern', 'distressed over disagreement pattern', 'wandering pattern', 'crossing border pattern', 'heading towards ladybank road pattern', 'leaving passport and documents pattern', 'leaving study group pattern'}",{'left passport and documents'},[],1,11,2915
88,0,0,0,0,10,0,10,0.59417427,0,10,0,6,4,"{'unusual behavior before disappearance pattern', 'brief meeting pattern', 'expanded search pattern', 'failed to attend event pattern', 'third party reported disappearance pattern', 'self harm attempt pattern', 'family member reported disappearance pattern', 'last sighting focused investigation pattern', 'isolated before disappearance pattern', 'conflict before disappearance pattern'}",set(),[],1,10,2916
89,5,2,0,0,19,3,19,0.5411514,0,20,0,4,16,"{'workplace disappearance', 'sudden online disappearance', 'cryptic note leads to search', 'disorientation near water', 'home disappearance', 'suicidal ideation online before disappearance', 'dock frequentation', 'off grid after social event', 'marina frequentation', 'suicidal ideation history', 'social media activity before disappearance', 'suicidal ideation leads to disappearance', 'suicidal ideation at cemetery', 'suicidal ideation online', 'art project at dock', 'workplace disappearance near north road', 'cemetery visit after work', 'sister meeting after work', 'disorientation after leaving home'}","{'suicidal ideation', 'living off grid', 'active on social media before vanishing'}",[],1,19,2923
90,0,2,0,0,11,2,11,0.49143517,0,13,0,1,12,"{'fairground interest pattern', 'sudden absence pattern', 'criminal activity disappearance pattern', 'criminal activity boating incident pattern', 'boating incident report pattern', 'self harm attempt pattern', 'train boarding pattern', 'erratic train behavior pattern', 'train station sighting pattern', 'boating dock argument pattern', 'victimization support pattern'}","{'possible boating incident', 'involved in criminal activity'}",[],1,11,2937
91,0,2,0,1,7,3,7,0.3636497,0,9,0,0,9,"{'trauma background pattern', 'impulsive travel pattern', 'desire to disappear pattern', 'disconnection from routine pattern', 'desire for new beginning pattern', 'history of perpetration pattern', 'impulsive consumption pattern'}","{'expressed desire to disappear', 'recently released from prison', 'involved in criminal activity'}",[],1,7,2943
92,1,2,1,1,10,5,10,0.46863538,0,11,0,1,10,"{'utility disconnection and hotel visit pattern', 'social media activity pattern', 'hotel check in pattern', 'social media activity due to dementia pattern', 'self harm attempt pattern', 'wandering off pattern', 'communication cut off pattern', 'disorientation in alleyway pattern', 'utility disconnection pattern', 'hotel visit and unpaid debts pattern'}","{'foul weather incident', 'unpaid debts', 'cut off communications', 'active on social media before vanishing', 'disconnected utilities before leaving'}","[('disconnected utilities before leaving', 'utility disconnection and hotel visit pattern')]",1,10,2971
93,0,0,0,1,10,1,10,0.18315697,0,31,2,1,32,"{'disoriented border area pattern', 'disoriented after event pattern', 'disoriented leaving facility pattern', 'disoriented at border area pattern', 'disoriented leaving home pattern', 'self harm attempt pattern', 'disoriented after activity pattern', 'disoriented at event pattern', 'disoriented at meeting spot pattern', 'disoriented at home pattern'}",{'estranged from relatives'},[],1,10,3051
94,0,5,1,0,24,6,24,0.522939,1,37,0,1,36,"{'river disappearance pattern', 'protest event disappearance pattern', 'pilgrimage pattern', 'disability wandering pattern', 'protest disappearance pattern', 'low risk level pattern', 'financial difficulty pattern', 'senior center departure pattern', 'religious site disappearance pattern', 'solitary pilgrimage pattern', 'creative leaving barn pattern', 'addiction concern pattern', 'protest involvement pattern', 'addiction history pattern', 'home departure pattern', 'creative leaving pilgrimage pattern', 'self harm attempt pattern', 'creative leaving pattern', 'erratic behavior pattern', 'spiritual pilgrimage pattern', 'erratic pilgrimage pattern', 'hiking disappearance pattern', 'artistic expression pattern', 'social disconnection pattern'}","{'linked to organized protest', 'noted to act erratically', 'financial difficulties', 'religious or spiritual pilgrimage', 'concerns over addiction', 'left creative works behind'}","[('noted to act erratically', 'disability wandering pattern')]",1,24,3145
95,1,1,0,3,6,5,6,0.14934123,3,20,6,4,22,"{'disorientation in public place pattern', 'self harm attempt pattern', 'relationship breakdown pattern', 'safe location pattern', 'squatting pattern', 'financial stress pattern'}","{'recently released from prison', 'believed to be squatting', 'foul weather incident', 'unpaid debts', 'relationship breakdown'}",[],1,6,3148
96,1,1,0,3,3,5,3,0.4218734,3,9,2,0,11,"{'self disengagement pattern', 'abduction suspicion pattern', 'addiction concern pattern'}","{'involved in criminal activity', 'believed to be homeless', 'interested in starting new life', 'concerns over addiction', 'abduction suspicion'}",[],1,3,3171
97,5,1,0,1,11,5,11,0.6546263,0,18,0,0,18,"{'headed toward tunnel pattern', 'went missing from carpool group pattern', 'suicidal ideation expression pattern', 'expressed need for ongoing assistance pattern', 'expressed desire to disappear and suicidal ideation pattern', 'desire to disappear pattern', 'suicidal ideation concerns pattern', 'desire to disappear due to visa issues pattern', 'failed to meet planned appointment pattern', 'disappeared after hiking trip pattern', 'missed meeting pattern'}","{'suspected visa issues', 'disappeared after hiking trip', 'suicidal ideation', 'expressed desire to disappear', 'last seen near river'}",[],1,11,3183
98,0,3,0,0,8,3,8,0.38723946,8,3,5,3,5,"{'planning future activities pattern', 'sudden disappearance after leaving work pattern', 'found at unexpected location pattern', 'extended unaccounted time pattern', 'found disoriented in public place pattern', 'frequent exploration of unknown territories pattern', 'sudden departure after meal pattern', 'solitude driven disappearance pattern'}","{'seeking solitude', 'vanished during seasonal work', 'part of survivalist community'}",[],1,8,3199
99,0,1,0,1,6,2,6,0.20437421,1,8,0,2,6,"{'family support pattern', 'family conflict pattern', 'quick intervention pattern', 'self harm attempt pattern', 'disorientation pattern', 'squatting indication pattern'}","{'suspected to be squatting', 'disconnected utilities before leaving'}",[],1,6,3213
100,0,0,0,1,6,1,6,0.2909167,4,19,3,19,3,"{'disoriented after desert walk pattern', 'disoriented in underground bunker pattern', 'self harm attempt pattern', 'disoriented after wandering pattern', 'disoriented after desert trek pattern', 'disoriented after cemetery visit pattern'}",{'recently released from prison'},[],1,6,3298
101,0,2,0,2,21,4,21,0.48850358,0,25,0,1,24,"{'classmate sighting pattern', 'acquaintance encounter pattern', 'river map pattern', 'escape behavior pattern', 'highlands fascination pattern', 'summer camp conversation pattern', 'police tracing pattern', 'exploring with brother pattern', 'brother search pattern', 'brother concern pattern', 'safe return pattern', 'adventurous spirit pattern', 'isolation location pattern', 'self harm attempt pattern', 'mountain ferry attempt pattern', 'river discovery pattern', 'friend meeting pattern', 'brother influence pattern', 'exploration plan pattern', 'mountain disappearance pattern', 'mountain exploration pattern'}","{'had maps of highlands', 'romantic rejection', 'possible ferry boarding', 'living off grid'}",[],1,21,3299
102,1,3,0,1,9,5,9,0.45953223,0,19,0,1,18,"{'abusive home leaving pattern', 'ocean location visitation pattern', 'bridge location visitation pattern', 'online group involvement pattern', 'stranger interaction pattern', 'suicidal ideation pattern', 'self harm attempt pattern', 'ferry location visitation pattern', 'ocean vehicle abandonment pattern'}","{'contacted a stranger before vanishing', 'recent escape from abusive household', 'in touch with unknown online group', 'suicidal ideation', 'active on social media before vanishing'}",[],1,9,3319
103,2,1,0,0,22,2,22,0.49396777,2,23,0,23,0,"{'family member location pattern', 'avoiding contact history pattern', 'hotel location pattern', 'familiar location pattern', 'secluded spaces history pattern', 'solitary tendencies pattern', 'workplace location pattern', 'family member help history pattern', 'solitude history pattern', 'hermit lifestyle discussion history pattern', 'barn visit history pattern', 'friend location pattern', 'relationship breakdown location pattern', 'self harm attempt pattern', 'unexplained absence history pattern', 'barn location pattern', 'solitary tendencies location pattern', 'solitary tendencies resolution pattern', 'leaving with friends history pattern', 'relationship breakdown history pattern', 'hermit lifestyle location pattern', 'hotel visit history pattern'}","{'relationship breakdown', 'interested in hermit lifestyle'}",[],1,22,3394
104,0,2,1,1,6,4,6,0.3939761,0,6,0,0,6,"{'disconnection after bereavement pattern', 'disability related disorientation pattern', 'violence family dispute pattern', 'safe location pattern', 'unintentional displacement pattern', 'bereavement disconnection pattern'}","{'disconnected from support services', 'recent bereavement', 'domestic violence escape', 'disconnected utilities before leaving'}","[('disconnected from support services', 'disconnection after bereavement pattern')]",1,6,3419
105,0,0,0,2,4,2,4,0.12111207,3,36,0,36,0,"{'abrupt departure pattern', 'disorientation pattern', 'self harm attempt pattern', 'illegal site pattern'}","{'left passport and documents', 'missed work with no contact'}",[],1,4,3465
106,0,0,0,1,4,1,4,0.17543274,0,18,0,0,18,"{'commute disappearance pattern', 'bathroom discovery pattern', 'warehouse association pattern', 'uncertainty pattern'}",{'recently moved to area'},[],1,4,3518
107,0,0,0,3,2,3,2,0.08414999,0,53,2,27,28,"{'self harm attempt pattern', 'escalator pattern'}","{'recent discharge from care facility', 'left personal items behind', 'job loss stress'}",[],1,2,3520
108,0,0,0,1,4,1,4,0.21554193,0,13,0,1,12,"{'impulsive wander pattern', 'solitary journey pattern', 'self harm attempt pattern', 'inadvertent lock in pattern'}",{'left job unexpectedly'},[],1,4,3602
109,0,1,0,1,13,2,13,0.2718872,0,20,0,1,19,"{'commune location pattern', 'commune storm drain pattern', 'commune attendance pattern', 'cult involvement pattern', 'commune return pattern', 'cult commune pattern', 'cult support pattern', 'church commune transition pattern', 'commune meetup pattern', 'commune attic pattern', 'commune residence pattern', 'commune evening classes pattern', 'commune joining pattern'}","{'believed to be in forested area', 'possibly joined commune'}",[],1,13,3614
110,1,1,0,1,4,3,4,0.26199278,0,30,0,1,29,"{'traced to truck stop pattern', 'dementia related disappearance pattern', 'self harm attempt pattern', 'abduction suspicion pattern'}","{'abduction suspicion', 'unpaid debts', 'linked to organized protest'}",[],1,4,3633
111,0,4,0,2,11,6,11,0.31136337,4,14,10,5,19,"{'', 'cult involvement pattern', 'spiritual pilgrimage pattern', 'ferry travel pattern', 'ferry boarding pattern', 'detour confusion pattern', 'tunnel near vehicle pattern', 'cult influence pattern', 'tunnel wandering pattern', 'disorientation pattern', 'tunnel ferry pattern'}","{'possibly involved in cult', 'religious or spiritual pilgrimage', 'possible ferry boarding', 'known to frequent remote areas', 'vehicle found abandoned', 'active on social media before vanishing'}",[],1,11,3651
112,0,1,0,1,4,2,4,0.25855473,3,39,1,39,1,"{'well related disappearance pattern', 'church related disappearance pattern', 'self harm attempt pattern', 'sudden job departure pattern'}","{'recent discharge from care facility', 'left job unexpectedly'}",[],1,4,3705
113,0,1,1,3,8,5,8,0.4485757,0,43,0,1,42,"{'repeated perpetration pattern', 'foreign country pattern', 'dementia influence pattern', 'self harm attempt pattern', 'routine reliance pattern', 'peculiar behavior pattern', 'criminal activity pattern', 'utility disconnection pattern'}","{'romantic rejection', 'involved in criminal activity', 'interested in starting new life', 'known to frequent remote areas', 'disconnected utilities before leaving'}","[('disconnected utilities before leaving', 'utility disconnection pattern')]",2,8,3717
114,1,2,0,2,6,5,6,0.57648873,0,6,0,0,6,"{'sudden disappearance from social media', 'distraught state concern', 'history of mental health concerns', 'deviation from usual communication', 'involvement in crime concern', 'illegal employment status concern'}","{'job loss stress', 'no contact with close friends', 'possible witness to crime', 'illegal employment status', 'active on social media before vanishing'}",[],1,6,3795
115,7,1,1,2,26,6,26,0.49544978,1,13,14,2,25,"{'squatting suspicion warehouse pattern', 'suicidal ideation alert pattern', 'squatting suspicion pattern', 'withdrawal concern pattern', 'suicidal ideation colleague pattern', 'suicidal ideation distress pattern', 'abandoned building near dementia pattern', 'suicidal ideation exhibition pattern', 'squatting rumor pattern', 'abandoned building entry pattern', 'acceptance struggle pattern', 'suicidal ideation signs pattern', 'solitude focus pattern', 'disability concern pattern', 'bar leaving pattern', 'abandoned building visit interest pattern', 'warehouse near abandoned building pattern', 'squatting near bar pattern', 'withdrawal at warehouse pattern', 'wandering off pattern', 'squatting secluded space pattern', 'off grid living intent pattern', 'suicidal ideation behavior pattern', 'abandoned building observation pattern', 'nostalgic location visit pattern', 'squatting concern pattern'}","{'living off grid', 'recently outed lgbtq  identity', 'suspected to be squatting', 'suicidal ideation', 'missing after outdoor festival', 'withdrew from family'}","[('withdrew from family', 'withdrawal concern pattern')]",1,26,3809
116,0,5,0,1,24,6,24,0.4005638,23,1,24,1,24,"{'paranoia at fairground pattern', 'disoriented at fairground pattern', 'paranoia and erratic behavior pattern', 'paranoia about surveillance pattern', 'wandered off into crowd pattern', 'paranoia and fairground visit pattern', 'erratic behavior and foul weather pattern', 'mental health facility proximity pattern', 'distanced from familiar surroundings pattern', 'uncharacteristic behavior pattern', 'separated from family pattern', 'erratic behavior near north pier pattern', 'failed to meet family pattern', 'distracted and alone pattern', 'stress related episodes pattern', 'mental health support pattern', 'self harm attempt pattern', 'complicated search pattern', 'disowned and mental health issues pattern', 'unpredictable behavior pattern', 'change in behavior pattern', 'foul weather complicating pattern', 'mental health facility visit pattern', 'erratic behavior and disowned pattern'}","{'noted to act erratically', 'foul weather incident', 'disowned by family', 'mental health facility patient', 'unknown medical condition', 'was paranoid about surveillance'}",[],1,24,3811
117,0,2,0,0,27,2,27,0.59900045,23,6,23,3,26,"{'book club missed pattern', 'hiking trail sleep rough pattern', 'sports arena stranger encounter pattern', 'storm drain area sleep rough pattern', 'hunting area sleep rough told colleague pattern', 'sleep rough hint pattern', 'routine disruption pattern', 'carpool group missed pattern', 'sleep rough near kenilworth drive pattern', 'carpool group disappearance pattern', 'stranger contact before sleep rough pattern', 'stranger conversation near store pattern', 'storm drain hunting area safe pattern', 'sleep rough intent pattern', 'self harm attempt pattern', 'failed check in pattern', 'storm drain sleep rough pattern', 'stranger contact before vanishing pattern', 'storm drain interest pattern', 'hunting area sleep rough pattern', 'stranger online contact pattern', 'stranger contact sleep rough pattern', 'trail explore pattern', 'sleep rough solitude pattern', 'sports arena disconnection pattern', 'stranger contact pattern', 'hunting area stranger contact pattern'}","{'planned to sleep rough', 'contacted a stranger before vanishing'}",[],1,27,3815
118,1,1,1,2,9,5,9,0.24437079,2,29,6,1,34,"{'domestic violence escape pattern', 'estrangement pattern', 'sudden conversion pattern', 'social interaction pattern', 'homelessness pattern', 'unintended detour pattern', 'train boarding pattern', 'disorientation pattern', 'river area pattern'}","{'believed to be homeless', 'domestic violence escape', 'estranged from relatives', 'sudden religious conversion', 'part of survivalist community'}","[('believed to be homeless', 'homelessness pattern')]",1,9,3827
119,0,1,0,0,17,1,17,0.36424854,16,4,14,0,18,"{'mobility difficulty pattern', 'cemetery visitation pattern', 'construction site direction pattern', 'church visitation pattern', 'unattended event concern pattern', 'construction site interest pattern', 'pharmacy visit pattern', 'family search pattern', 'sudden conversion multiple locations pattern', 'unreturned home concern pattern', 'farm wander pattern', 'school event missed pattern', 'uncontactable concern pattern', 'unattended appointment concern pattern', 'sudden conversion farm trip pattern', 'school event interest pattern', 'unplanned ferry trip pattern'}",{'sudden religious conversion'},[],1,17,3853
120,0,3,1,2,12,6,12,0.33416808,0,16,0,1,15,"{'remote area visit pattern', 'sudden disappearance pattern', 'exploration gone wrong pattern', 'solitude search pattern', 'wandering pattern', 'self harm attempt pattern', 'tunnel visit pattern', 'commune joining pattern', 'squatting pattern', 'disorientation pattern', 'boundary struggle pattern', 'volunteer organization visit pattern'}","{'left behind no note', 'possibly joined commune', 'had spoken of disappearing', 'left personal items behind', 'suspected to be squatting', 'known to frequent remote areas'}","[('had spoken of disappearing', 'sudden disappearance pattern')]",1,12,3891
121,0,1,0,1,6,2,6,0.24941023,4,8,4,1,11,"{'document leaving pattern', 'closet hiding pattern', 'closet hiding for comfort', 'hide and seek pattern', 'closet entering pattern', 'document leaving pattern and closet hiding'}","{'left passport and documents', 'mental health facility patient'}",[],1,6,3938
122,0,1,0,0,16,1,16,0.4459502,15,20,0,20,0,"{'dementia train find pattern', 'train wander pattern', 'train disembark miss pattern', 'medical clinic visit pattern', 'train meeting miss pattern', 'disoriented travel pattern', 'physical therapy appointment miss pattern', 'dementia walk miss pattern', 'overdue walk pattern', 'self harm attempt pattern', 'overdue outing pattern', 'child custody meeting miss pattern', 'walk return miss pattern', 'dementia rural report pattern', 'synagogue visit pattern', 'physical therapy visit pattern'}",{'overdue return from walk'},[],1,16,3947
123,5,2,0,0,12,5,12,0.26482305,2,0,12,0,12,"{'struggling with identity crisis pattern', 'anxious preoccupation pattern', 'identity crisis pattern', 'anxious wandering pattern', 'dissociative fugue episode pattern', 'identity crisis fear deportation pattern', 'vanishing into tunnel pattern', 'recent discharge from care facility pattern', 'expressed interest in traveling pattern', 'fear deportation pattern', 'detour to safe house pattern', 'visiting tunnel after call pattern'}","{'dissociative fugue episode', 'identity crisis', 'fear of deportation', 'involved in legal dispute', 'recent discharge from care facility'}",[],1,12,3956
124,0,2,0,1,4,3,4,0.2428927,4,6,17,1,22,"{'gang area safety concern pattern', 'sudden change of plans pattern', 'dementia related disappearance pattern', 'online interaction safety concern pattern'}","{'used aliases in past', 'sudden religious conversion', 'disappeared after online interaction'}",[],1,4,4009
125,0,3,0,2,8,5,8,0.4414856,2,23,0,5,18,"{'document leaving pattern', 'protest link pattern', 'ferry boarding pattern', 'self harm attempt pattern', 'cult location pattern', 'disorientation pattern', 'dementia wandering pattern', 'crowd disorientation pattern'}","{'possibly involved in cult', 'left passport and documents', 'linked to organized protest', 'possible ferry boarding', 'estranged from relatives'}",[],1,8,4115
126,0,1,0,2,5,3,5,0.28415823,2,4,4,0,8,"{'near tunnel location pattern', 'repeated disappearance threat pattern', 'near water location pattern', 'disorientation pattern', 'route mistaking pattern'}","{'has gone missing before', 'last seen near river', 'had spoken of disappearing'}",[],1,5,4142
